text,category,product_name,order_id
ابغا ارجع سماعة البلوتوث ماعجبتني,return_request,سماعة بلوتوث,7070
هذي ابي ابدلها بوحده ثانيه اذا ممكن,return_request,سماعة بلوتوث,7070
السماعه فيها عيب ودي استرجعها بسرعه,return_request,سماعة بلوتوث,7070
ممكن استبدل الطلبيه بسماعه غيرها؟,return_request,سماعة بلوتوث,7070
ماقدرت استعملها ابي ارجعها,return_request,سماعة بلوتوث,7070
السلام عليكم ورحمه الله وبركاته، اخوي كيف حالك ان شاء الله بخير. انا طلبت منكم مكنسه كهربائيه قبل اسبوع تقريبا ووصلتني امس، وللاسف لما فتحت الكرتون وجربتها طلعت ما تشفط زين ابدا، حتى الشعر البسيط اللي على السجاد ما تشيله وتخليه. جربت كل الدرجات وجربت انظف الفلتر واغيره وماشي فايده نهائي. ودي لو تكرمتوا استبدلها بوحده ثانيه ولا اذا مافي مجال ارجعها لكم واخذ فلوسي. وانا اسف على الازعاج والله واشكركم على حسن تعاملكم معي من البداية,return_request,مكنسة كهربائية,8285
مساء الخير عليكم، اسف على الازعاج بهذا الوقت بس حبيت اوضح لكم موضوع المكنسه. وصلتني اليوم الظهر وانا كنت متحمس لها مره، بس اول ما شغلتها طلع صوتها عالي بشكل غريب والشفط ضعيف جدا، لازم امررها على نفس البقعه خمس مرات عشان تشيل شي بسيط. مدري المشكله من الجهاز نفسه ولا شي ثاني، وانا ما ودي اظلم احد. ياليت تفهموني شنو الطريقه للارجاع ولا الاستبدال، واذا في رسوم على الشحن انا مستعد اتحملها عادي. شاكر لكم تعاونكم,return_request,مكنسة كهربائية,8285
هلا والله، عندي استفسار بخصوص طلبي. انا استلمت المكنسه الكهربائيه وكان فيها كسر بسيط في غطاء علبه الغبار، وثاني شي الخرطوم ينفصل كل شوي وهو يشتغل. ما استخدمتها الا مره وحده بس عشان اتاكد. الصراحه المنتج ما عجبني وما اقدر استخدمه بهذي الحاله، وابغى ارجعه واستبدله بواحد ثاني اذا ممكن، واذا ما ينفع استبدال ارجاع كامل ومرتاح. اتمنى ما يكون في اي مشاكل وانا جاهز ارسل لكم صور توضح كل شي. تحياتي لكم,return_request,مكنسة كهربائية,8285
مرحبا اخواني، اعتذر على الاطاله بس حبيت اشرح كل شي بالتفصيل عشان تكونون على بينه. المكنسه وصلت بتاريخ متاخر عن الموعد بيومين وهذا مو مشكله كبيره، بس المشكله انها ما تشتغل اصلا، اول ما اوصلها بالكهرباء تطفي على طول بعد ثواني. جربت اغير المقبس وجربت بمكان ثاني ونفس الشي يصير. انا ما ودي اتسرع واحكم عليها، بس ودي اعرف اذا هذي حاله معروفه ولا لا. واذا كانت فيها عيب مصنعي ياليت ترجعونها او تبدلونها لي بوحده سليمه، وانا حاضر اسوي كل اللي تطلبونه من خطوات عشان ننهي الموضوع بسلام. شاكرين لكم طول بالكم,return_request,مكنسة كهربائية,8285
السلام عليكم، كيفكم؟ بصراحه تعاملكم معي زين ولهذا احب ارجع لكم اول قبل اي مكان ثاني. شريت منكم مكنسه كهربائيه قبل عشره ايام، واستخدمتها يمكن اربع مرات بس، واليوم لاحظت ان البلاستيك اللي عند العجله مكسور وما ادري متى صار هذا. انا والله محافظ عليها وما طاحت مني. فكرت ارجعها لكم واخذ غيرها اذا نفس القيمه، ولا اذا القيمه مختلفه ادفع الفرق عادي ما عندي مشكله. انتظر ردكم متى ما فرغتوا، واذا تحتاجون صور او رقم الطلب انا جاهز ارسله لكم حالا. شكرا جزيلا لكم والله يعطيكم العافيه,return_request,مكنسة كهربائية,8285
السلام عليكم ورحمة الله، كيف حالكم؟ بصراحه انا طلبت من عندكم عطر رجالي قبل كم يوم ووصلني امس، ولما فتحت الكرتون انصدمت شوي. الريحه مو نفس اللي موصوفه بالصفحة ولا نفس العينه اللي شميتها عندكم بالفرع، يمكن الدفعه تختلف مادري. انا مابغى مشاكل ولا زعله بس حاب ارجعه وتسترجعون المبلغ، او استبدله بعطر ثاني وانتم اختارو لي الانسب. ومستعد اتحمل مصاريف الشحن اذا كانت علي انا. ياليت تشوفون لي حل وتردون باقرب وقت، وشكرا لتعاونكم.,return_request,عطر رجالي,6942
حياكم الله، اسف عالازعاج في هالوقت بس حبيت اوضح وضع طلبيتي رقم ٤٥٧٢. العطر وصلني والكرتون من برا سليم، لكن لما فتحته طلع الغطا مكسور والرشاش يرش من جنب مو من الفتحه، وانكب منه نصه تقريبا ع الكرتون. جربت ارشه مرتين بس مافيه فايده، الريحه تجي عالايد بس وما تثبت. اذا ممكن استبدله بواحد جديد نفس الطلب، ويكون الله يعافيكم متأكدين من التغليف هالمره لانها مو اول مره. واذا الاستبدال مو ممكن ارجعه وارجع لي المبلغ، وما عندي مشكله انتظر لو الموضوع ياخذ اسبوع. شاكر لكم.,return_request,عطر رجالي,6942
هلا والله، عندي استفسار بسيط واتمنى تتقبلوني بصدر رحب. انا شريت هالعطر الرجالي هديه لابوي بمناسبة عيد ميلاده، واخترته ع اساس ان ريحته خشبيه وثقيله زي ما هو مكتوب بالوصف. بس ابوي شمه وقال انه قوي مره ويجيب له صداع، وهو من النوع اللي يحب الريحه الخفيفه. للاسف ماستخدم الا رشه وحده بس، والعلبه والقصدير موجودين كلهم ما عدا الغلاف الخارجي اللي رميته وانا افتحه. هل ممكن ارده لكم؟ واذا الارجاع مو متاح، ينفع ابدله بعطر ثاني وادفع الفرق؟ وكم المده المسموح فيها للارجاع عشان اعرف اذا انا داخل الوقت ولا لا. معليش طولت عليكم.,return_request,عطر رجالي,6942
حياكم الله، اسف عالازعاج. ابغى ارجع منتج ضروري لو تكرمتوا. طلبت منكم عطر رجالي معين بالاسم، ووصلني عطر ثاني مختلف تماما عن اللي بالصوره، حتى شكل العلبه غير. حاولت اتواصل ع الرقم اللي بالتطبيق كم مره وما احد رد علي، فقلت اوصلكم من هنا. انا ما احب الزعله واعرف يمكن صار خطأ في السستم، ف الموضوع بسيط عندي. ابغى استبداله بالطلب الصحيح او ارجاع كامل المبلغ ع البطاقه. الكرتون ما فتحته غير من فوق بس عشان اتأكد، وباقي الاغراض كلها موجوده. ارجوكم ردوا علي باقرب وقت. شكرا لسعة صدركم.,return_request,عطر رجالي,6942
مساء النور، واعتذر مقدما عالاطاله بس حبيت اشرح كل التفاصيل عشان ما يصير لبس. قبل اسبوعين طلبت عطرين رجاليين بنفس الموديل، واحد لي وواحد هديه لصاحبي. وبعدين طلع صاحبي شاري نفس العطر لنفسه، فصار عندي ثلاث علب. والعطر والله ما فيه اي عيب، ريحته حلوه وثابته ورضيت عنه تماما وسلامت يديدكم. بس انا مو محتاج ثلاث علب ويكفيني واحد. فهل ينفع ارجع العلبتين المسكرتين بدون فتح؟ مع العلم الفاتوره موجوده والتغليف بشريطه الاصليه. واذا تقبلون الارجاع، ياليت تفهموني الطريقه، هل اطلب مندوب من عندكم ولا اروح اقرب فرع ولا ايش بالضبط؟ وكم يوم ينزل المبلغ ع الحساب؟ جزاكم الله خير وما قصرتوا.,return_request,عطر رجالي,6942
ابغى ارجع الكوتشي الرياضي!! وصلني مقاس غلط!! مو ذا اللي طلبته!! رجعه لي بسرعه!!,return_request,حذاء رياضي,7018
السلام عليكم انا مستعجل ابغى استبدل الحذاء الرياضي!! صغير مره وماقدر البسه!! ردوا علي بسرعه!!!,return_request,حذاء رياضي,7018
يا جماعه انا طلبت كوتشي ابيض وجاني اسود!!! ابي ارجعه الحين!! ابي فلوسي!! لا تتأخرون!!,return_request,حذاء رياضي,7018
هذا الحذاء الرياضي فيه عيب!! الخياطه مفتوحه!! ابغى استبداله اليوم قبل بكرا!!,return_request,حذاء رياضي,7018
طلبيتي فيها حذاء رياضي وابغى ارجعه!! المقاس كبير مره!! ارجوكم ساعدوني بسرعه!!,return_request,حذاء رياضي,7018
السلام عليكم، ابغى ارجع البطانيه الشتويه اللي وصلتني امس، المقاس مومثل اللي بالصوره وبغيتها exchange اذا ممكن,return_request,بطانية شتوية,6876
هلا اخوي، الـ order حقي وصل بس البطانيه فيها عيب من الزاويه، الخياطه مفتوحه، ابي ارجعها واسترجع فلوسي تكفى رد علي بسرعه,return_request,بطانية شتوية,6876
"مساء الخير
شفت البطانيه الشتويه عندكم وطلبته بس ياخي لما جاني طلع لونه غامق مره عن اللي بالموقع، وانا كنت ابيه هديه
اقدر ابدله بلون ثاني؟ ولا الـ delivery صار خلاص مامنه رجعه",return_request,بطانية شتوية,6876
"اخوي انا مابي هالبطانيه، ثقيله مره وتعرقني
ابغى ارجعها واخذ شي اخف منها
علمني وش الخطوات بالضبط عشان اسوي return",return_request,بطانية شتوية,6876
"مرحبا، وصلتني بطانيه شتويه فيها ريحة قويه غريبه كانها مخزنه بمكان رطب
ماني قادر استخدمها ابد
ابغى استبدلها بوحده ثانيه او ترجعون المبلغ، انتظر ردكم",return_request,بطانية شتوية,6876
ابغى ارجع المكواه البخاريه!! ما تشتغل عدل وتطلع ماي بس!! رجعوا فلوسي بسرعه!!,return_request,مكواة بخار,5520
يا جماعه انا مستعجل!! ابي استبدل هالمنتج بسرعه!! ما عندي وقت!!,return_request,مكواة بخار,5520
"السلام عليكم
لو سمحتوا انا مشتري مكواه بخار من عندكم قبل يومين
وطلع فيها عيب مصنعي
ابغى ارجعها واسترجع فلوسي!!
ولا تتاخرون علي
تكفون!!",return_request,مكواة بخار,5520
المكواه وصلت مكسوره!! ودي ارجعها حالا!! مو معقول هاذا!!,return_request,مكواة بخار,5520
ابغى استبدل المكواه البخار بغيرها!! لانها تخرب الملابس!! وانا محتاجها ضروري!! ردوا علي بسرعه!!,return_request,مكواة بخار,5520
السلام عليكم ورحمه الله، اسف ع الازعاج واتمنى ماتعتبروني ثقيل، بس حبيت استفسر عن طريقه الارجاع اذا ممكن. طلبت منكم شاحن سريع قبل حوالي عشر ايام والامانه وصلني بسرعه الله يعطيكم العافيه ماقصرتوا، لكن للاسف يوم جربته مايشتغل على جوالي نهائي، جربته بعدها على جوال اخوي وعلى تابلت بنتي ونفس الشي مايعبي ابدا، والشاحن القديم اللي عندي يشتغل عادي على نفس الجوال فاتوقع المشكله من الشاحن نفسه مو من الجوال. ودي اعرف اذا فيه امكانيه ارجاع او استبدال، وياليت لو توضحون لي الخطوات بالتفصيل وشلون ارسله وكم ياخذ وقت، وماعليكم امر اذا فيه رسوم توصيل انا مستعد اتحملها. شاكر لكم حسن تعاونكم والله يوفقكم,return_request,شاحن سريع,8450
هلا اخوي مساء الخير، بخصوص الشاحن السريع اللي وصلني امس، اقسم بالله اني متحمس له من يوم طلبته، بس للاسف طلع يشتغل ثواني ويقطع، ويسخن حراره غريبه بعد دقيقتين تقريبا فخفت اخليه موصول لا يحرق البيت. الكرتون والغلاف عندي كامل مافي شي ناقص ولا رميت شي. ماودي ازعجكم ولا ابي اتهاوش مع احد، بس ودي لو تكرمتوا تبدلونه لي بواحد ثاني او ترجعون المبلغ، وانا تحت امركم في اي شي تبغونه مني من صور او فيديو اثبات. شكرا لكم من القلب,return_request,شاحن سريع,8450
صباح الخير عليكم جميعا، اعرف انكم مشغولين فاسف ع الاطاله مقدما، لكن حبيت اوضح الموضوع كامل عشان ماتعبكم معي وانتم تصلحون. قبل اسبوعين تقريبا طلبت من متجركم شاحن سريع مع كيبل، والصراحه وصلني بوقت قياسي وتغليف ممتاز وهذا شي اشكركم عليه. المشكله طلعت بعد يومين، وهي ان الشاحن يشحن ببطء شديد وكأنه شاحن عادي مافيه سرعه نهائي، حتى اني قست الوقت ولقيته ياخذ اربع ساعات على نص البطاريه، واصلا للامانه فيه طنين مزعج يطلع منه وهو موصول. جربت منفذ ثاني في البيت وجربت كيبل ثاني ونفس النتيجه، فاتوقع العيب في القطعه نفسها. اتمنى منكم قبول طلب الارجاع او الاستبدال ولا عندي اي مانع اكمل اجراءات الشحن والاستلام، وفي انتظار ردكم وانا مقدر ظروفكم,return_request,شاحن سريع,8450
مساء النور، لو سمحت اخوي ابي ارجع الشاحن السريع اللي اخذته منكم، لان السرعه مو زي ماهو مكتوب فالوصف بالضبط، والشي الثاني المقبس شكله مايركب زين في الفيشه ويتحرك بقوه وانا اخاف على الجوال. اذا فيه طريقه ارجاع او تبديل ياليت تقولون لي وش اسوي بالضبط ومن وين، واذا تبغون صور او اي اثبات انا جاهز ارسلها الحين. اسف ع الاطاله وشكرا,return_request,شاحن سريع,8450
تحيه طيبه، اعتذر مقدما اذا رسالتي طويله بس حبيت اشرح كل شي عشان يكون واضح لكم من اول مره. طلبت شاحن سريع من عندكم ورقم الطلب انشالله ارسله لكم اذا احتجتوه، والمنتج وصل بحاله ممتازه وكل شي تمام بالشكل الخارجي. لكن المشكله العمليه للاسف انه مايعطي السرعه المذكوره، بالعكس احيانا يفصل من نفسه فجاه وارجع افصله واشبكه من جديد عشان يكمل. جربته اكثر من يوم على اكثر من جوال وعلى اكثر من فيشه والنتيجه نفسها بالضبط. انا ماني زعلان ولا اطالب بشي زياده، بس ودي ارجعه واخذ بداله نفس الموديل او اي بديل بنفس السعر، واذا النظام يقبل ارجاع كامل فلا مانع عندي. ارجو الرد علي وقت ماتهون عليكم، وانشالله تعاملكم الطيب هذا بيخليني ارجع اطلب منكم مره ثانيه,return_request,شاحن سريع,8450
ابغى ارجع الحذاء الرياضي!! وصلني مقاس غلط وانا مستعجل! ردوا بسرعه وين الاستبدال؟!,return_request,حذاء رياضي,4475
سلام عليكم انا طلبت حذاء رياضي ومبسوط منه ابد! ابي ارجعه اليوم قبل بكره!! عطوني الطريقه بسرعه لا تتأخرون!,return_request,حذاء رياضي,4475
هذا اخر مره اطلب منكم! الحذاء ضيق وماينفع! ابي استبدله بمقاس اكبر الحين! ردوا علي بسرعه ترى ماني فاضي!,return_request,حذاء رياضي,4475
الحذاء الرياضي اللي وصلني فيه عيب!! ابي ارجاع كامل واسترداد! مو استبدال! ردو بسرعه والا اشتكي!,return_request,حذاء رياضي,4475
"يا جماعه!!
طلبت حذاء رياضي قبل اسبوع والحين ابي ارجعه!
كيف الطريقه؟؟ ردوا بسرعه!! تعبت وانا انتظر!",return_request,حذاء رياضي,4475
السلام عليكم ورحمة الله، اخوي الكريم انا طلبت منكم حذاء رياضي ووصلني امس، بس للاسف مايناسبني المقاس. ابغى ارجعه واخذ فلوسي اذا سمحت. جزاك الله خير.,return_request,حذاء رياضي,1349
السلام عليكم، معكم عميل كبير في السن. شريت حذاء رياضي من متجركم قبل كم يوم، ولا جاز لي ابداً. ودي ابدله بمقاس اكبر. ارجو منكم مساعدتي في هالموضوع. شاكر لكم.,return_request,حذاء رياضي,1349
يا جماعة الخير، انا رجل كبير في السن وما لي خبرة في هالامور. وصلني الحذاء الرياضي اليوم، وما عجبني ابداً. المقاس ضيق شوي واللون بعد ما عجبني. ابغى ارجعه واسترجع المبلغ كامل. دلوني على الطريقة الله يجزاكم خير.,return_request,حذاء رياضي,1349
السلام عليكم ورحمة الله وبركاته، اخواني الكرام. انا طلبت حذاء رياضي من عندكم، ولكن للاسف ما ناسبني. ارغب في استبداله بقياس اخر. اتمنى تقبلون طلبي. مع الشكر.,return_request,حذاء رياضي,1349
السلام عليكم، ابغى ارجع الحذاء الرياضي. دلوني على الطريقة. شكراً.,return_request,حذاء رياضي,1349
ابغى ارجع النظاره ! وصلتني مكسوره من جنب ! ابي استبدال الحين !,return_request,نظارة شمسية,6464
"السلام عليكم
ردو علي بسرعه !
النظاره الشمسيه ماعجبتني ابي ارجعها
فلوسي متى ترجع ؟!",return_request,نظارة شمسية,6464
ياخي هذي مو الي طلبت ! لون ثاني غير ! ابي استبدل بسرعه ! ردو !,return_request,نظارة شمسية,6464
النظاره وصلت خربانه والعدسه مخربطه ! ابي ارجعها اليوم قبل بكرا ! وين رقم التوصيل ؟!,return_request,نظارة شمسية,6464
خلاص مابيها رجعوها ! ابي استرجاع كامل وابي فلوسي ! واذا مارديتو بشتكي !,return_request,نظارة شمسية,6464
هلا اخوي، مساء الخير واتمنى تكون بخير. انا طلبت من عندكم ساعه ذكيه قبل اسبوع تقريبا ووصلتني امس، ولما فتحت الكرتون وشغلت الساعه لاحظت ان الشاشه فيها خط خفيف من فوق، وكمان يطلع لون غريب لما اضغط عليها. جربت اسوي ريستارت واعدت التشغيل مرتين ونفس الشي مافي فايده. انا مابي مشاكل ولا شي بس حاب ارجعها لكم واسترجع المبلغ اذا ممكن، واقدر ارفق لكم صور وفيديو يوضح المشكله. وشكرا لكم واسف على الازعاج,return_request,ساعة ذكية,4362
مرحبا... الله يعطيكم العافيه على سرعه التوصيل بصراحه. بس عندي ملاحظه صغيره، انا طلبت الساعه الذكيه باللون الاسود مقاس 44 ووصلني الابيض مقاس 40، وتاكدت من الفاتوره ولقيت الطلب مكتوب صح فاعتقد صار خطا من المخزن مادري. ودي استبدلها باللون والمقاس الصحيح اذا متوفر عندكم، وانا مستعد ارجعها بنفسي اذا الفرع قريب او ارسلها مع المندوب اللي جايبها. ارجو افادتي بالخطوات والله يجزاكم خير,return_request,ساعة ذكية,4362
السلام عليكم ورحمة الله... ابغى اشرح لكم موضوع بخصوص الساعه الذكيه اللي اخذتها منكم الشهر الماضي. من ثاني يوم بديت الاحظ البطاريه ماتكمل معي نص يوم، وهي المفروض تقعد اكثر من يوم كامل حسب المكتوب عندكم بالموقع. جربت اقفل الاشعارات والواي فاي ونفس المشكله، وحتى رحت لمحل صيانه وقالي يمكن البطاريه تعبانه من الاساس. صراحه تعبت من التجارب وابغى ارجعها واسترجع فلوسي كامله، واتمنى ماتطولون علي. اعطوني الطريقه والله يوفقكم,return_request,ساعة ذكية,4362
هلا والله... كيفكم ان شاء الله بخير؟ بصراحه انا من عشاق منتجاتكم ودايم اشتري منكم، بس هالمره صار شي مضايقني شوي. الساعه الذكيه وصلتني والسير حقها من الجهه اليمين مفكوك شوي ومايثبت زين، ويطلع صوت لما احرك يدي. ماودي ارجع الساعه كلها واخسرها لانها حلوه وعاجبتني، بس السير مشكله. ممكن تستبدلون لي السير بس؟ او اذا الموضوع معقد عندكم استبدل الساعه كامله وعادي عندي. انتظر ردكم ويعطيكم العافيه,return_request,ساعة ذكية,4362
مرحبا اخواني... عندي استفسار واتمنى تتحملوني شوي. طلبت منكم ساعه ذكيه، وفي الوصف مكتوب انها تدعم الاتصال والرد على المكالمات، ولما وصلت وجربتها مافيه خاصيه مكالمات ابدا، بس اشعارات وعد الخطوات. راسلت خدمة العملاء وقالوا لي يمكن تحتاج تحديث، سويت تحديث ونفس الشي ماصار شي. صراحه المنتج مايطابق الوصف اللي عندكم وانا ابغى ارجعه واسترد قيمته كامله. اتمنى تساعدوني بدون تعقيد والسلام عليكم,return_request,ساعة ذكية,4362
ابغى ارجع العطر هذا!! ريحته مو نفس اللي بالصور ابدا!! طلبت عطر رجالي وجاني شي ثاني!! ارجعوا فلوسي بسرعه ولاتماطلون!!,return_request,عطر رجالي,4394
"السلام عليكم
العطر وصل مكسور والغرشه مكبه بالكرتون
ابغى استبدله بسرعه
متى تجون تاخذونه؟! انا مستعجل والله!!",return_request,عطر رجالي,4394
"يا جماعه انا طلبت عطر رجالي ووصلني عطر حريمي!!
غلط من عندكم مو مني
ابغى ابدله اليوم قبل بكرا
ردوا علي بسرعه!!",return_request,عطر رجالي,4394
"العطر هذا ما عجبني ابدا وريحته تختفي بعد دقيقه
ابغى ارجعه ويرجعوني فلوسي
تكفون لاتتاخرون علي!!",return_request,عطر رجالي,4394
"وين طريقه الارجاع؟؟
ابغى ارجع المنتج حالا
كلمتكم مرتين ولا احد رد علي!!
اذا مارجعتوه اليوم برفع شكوى عليكم!!",return_request,عطر رجالي,4394
السلام عليكم، ابغى ارجع جوال سامسونج اللي طلبته، وصلني امس بس ما عجبني. ممكن return؟,return_request,جوال سامسونج,4817
مساء الخير، بخصوص الorder حق الجوال، ابي استبدله بجهاز ثاني. Delivery كان سريع بس المنتج ما ناسبني. شلون اسوي exchange؟,return_request,جوال سامسونج,4817
يا جماعه الخير، انا طلبت جوال سامسونج من عندكم الاسبوع اللي فات، ووصلني امس. بس للاسف فيه مشكله بالشاشه، وابغى ارجعه واسترجع فلوسي. ممكن ترسلون delivery guy ياخذه؟ ولا لازم اروح الفرع؟,return_request,جوال سامسونج,4817
السلام عليكم ورحمة الله، لو سمحتوا ابي استبدل الجوال السامسونج اللي اخذته منكم، لانه ما عجبني اللون. اذا ممكن exchange مع لون ثاني، او return كامل. انتظر ردكم.,return_request,جوال سامسونج,4817
مرحبا، الجوال السامسونج اللي طلبته مو مثل ما توقعت. ابغى return او استبدال. ابعتوا لي delivery يجي ياخذه من عندي.,return_request,جوال سامسونج,4817
ابي ارجع النظاره الشمسيه وصلت مكسوره,return_request,نظارة شمسية,3417
النظاره ماجات مثل الصوره ابي ابدلها,return_request,نظارة شمسية,3417
استبدل النظاره تكفى المقاس كبير علي,return_request,نظارة شمسية,3417
ارجاع النظاره ودي ماعجبتني نهائي,return_request,نظارة شمسية,3417
ابغى ارجع الطلب النظاره فيها خدش,return_request,نظارة شمسية,3417
السلام عليكم، ابغى ارجع سماعة البلوتوث الي طلبتها، الصوت فيها مكتوم مره ومن يوم وصلت وهي كذا. الorder وصل امس والdelivery كان تمام بس المنتج نفسه فيه مشكله. ايش الاجراء عشان ارجعها؟,return_request,سماعة بلوتوث,5542
هلا اخوي، السماعه البلوتوث وصلتني بس فيها عيب مصنعي، البطاريه ماتكمل ساعه. مابي استبدال ابغى ارجعها وترجعون فلوسي اذا ممكن. ردوا علي بسرعه تكفون,return_request,سماعة بلوتوث,5542
مرحبا، طلبت سماعه بلوتوث من عندكم قبل اسبوع، والصراحه مااقتنعت فيها ابد. ابغى ارجعها لكم، الbox مفتوح بس كل شي موجود معاها. قولوا لي كيف ارسلها والdelivery على مين؟,return_request,سماعة بلوتوث,5542
السماعه الي جتني غلط، انا طالب لون اسود وجتني بيضا، وابغى استبدلها حالا او ارجعها وخلاص. ايش اسوي بالضبط؟,return_request,سماعة بلوتوث,5542
هلا والله، عندي مشكله بالorder تبع السماعه البلوتوث، الشاحن مايشتغل نهائي وجربت اكثر من كيبل. انا ابغى ارجع المنتج كامل واستبدله بسماعه ثانيه او استرجع المبلغ، المهم مابقى شي زي كذا عندي. علموني الخطوات والله يعطيكم العافيه,return_request,سماعة بلوتوث,5542
السلام عليكم ورحمة الله، كيف حالك اخوي؟ بصراحه انا طلبت منكم ساعه ذكيه قبل اسبوعين تقريبا، ووصلتني بس للاسف فيها مشكله. البطاريه تخلص بسرعه مره، يعني ما تكمل معي نص يوم، وبرضو الشاشه تجمد احيان وانا استخدمها. جربت اسوي لها اعادة تشغيل وكل الطرق بس ما نفع. انا حابب ارجعها لكم و استرد فلوسي اذا ممكن، لاني صراحه محتاج ساعه تشتغل معي طول اليوم. واعتذر عالازعاج، وشكرا لكم.,return_request,ساعة ذكية,9850
مرحبا اخوي، الله يعطيك العافيه عالخدمه الحلوه. انا شريت من عندكم ساعه ذكيه بس للاسف المقاس كبير علي مره، يعني حتى لو شديت السير ما تناسب يدي. هي حلوه وكل شي بس ما اقدر استخدمها كذا. ياليت لو تقبلون استبدالها بمقاس اصغر او لون ثاني، وانا مستعد ادفع فرق السعر اذا فيه. واذا ما ينفع استبدال، ممكن ترجعونها لي واخذ فلوسي. اسف عالاطاله، وشكرا لكم.,return_request,ساعة ذكية,9850
السلام عليكم. لو سمحت، انا عندي طلب ارجاع منتج. طلبت منكم ساعه ذكيه ووصلتني امس، بس للاسف طلعت مو نفس الموديل اللي طلبته. انا طلبت اللون الاسود وهي وصلت فضي، وبرضو الحجم مختلف. الصراحه انا ما ابغى اتعبكم بس انا محتاج نفس اللي طلبته. ممكن ارجعها لكم وتبدلونها؟ او اذا خلصت، ارجعها واخذ فلوسي. شكرا لتعاونكم.,return_request,ساعة ذكية,9850
هلا اخوي، مساء الخير. بخصوص الساعه الذكيه اللي وصلتني، للاسف بعد اسبوع من الاستخدام السير انقطع من مكانه. انا ما استخدمتها بعنف ولا شي، بس فجأه طاح السير. جربت اصلحه بس ما قدرت. ودي ارجع الساعه واخذ وحده ثانيه او استرد المبلغ. اتمنى تسهلون لي العمليه، وانا اسف عالازعاج. شكرا لكم.,return_request,ساعة ذكية,9850
السلام عليكم ورحمة الله وبركاته. اتمنى تكون بخير. انا طلبت ساعه ذكيه من متجركم، والصراحه المنتج شكله حلو واعجبني، بس للاسف ما تدعم اللغه العربيه زين. يعني الاشعارات كلها تطلع انجليزي مشوش، وما اقدر ارد على الرسايل. حاولت اغير الاعدادات بس ما فيه فايده. انا حابب استبدلها بواحد يدعم العربي، او اذا ما فيه، ارجعها لكم. واعتذر عالاطاله، بس حبيت اوضح المشكله بالتفصيل. شكرا لكم.,return_request,ساعة ذكية,9850
ابي ارجع النظاره الشمسيه ما عجبتني,return_request,نظارة شمسية,3858
ابغى ابدلها نظاره ثانيه ممكن,return_request,نظارة شمسية,3858
النظاره ما ناسبتني ابغى استرجعها,return_request,نظارة شمسية,3858
ودي ارجعها لكم النظاره فيها عيب,return_request,نظارة شمسية,3858
ممكن استبدل النظاره بوحده غيرها,return_request,نظارة شمسية,3858
ابي ارجع الحذاء الرياضي!! مقاسه غلط!! وانا مستعجل!! ردوا بسرعه!!,return_request,حذاء رياضي,1422
السلام عليكم ورحمه الله... يااخي انا طلبت حذاء رياضي من عندكم والصراحه جاني مقاس صغير مره! ابي ابدله بسرعه! انا محتاجه ضروري! متى تقدرون تجون تاخذونه؟! لا تتأخرون علي!,return_request,حذاء رياضي,1422
"هاذا الحذاء اللي وصلني امس... والله انه مو نفس الصوره!!
ابي ارجعه وابي فلوسي ترجع!!
مو معقول ادفع مبلغ وقدره على شوز كذا!!
ردوا علي بسرعه انا ما اقدر انتظر!!",return_request,حذاء رياضي,1422
يا جماعه الخير انا طالب استبدال الحذاء الرياضي اللي طلبته! وصلني اليوم وفيه عيب مصنعي!! ابي ابدله بواحد ثاني! الحين! مو بكره! تكفون لا تطنشون!,return_request,حذاء رياضي,1422
ابي استرجع المنتج. الحذاء مو لايق علي. ابي ارجعه بكره الصبح. ارسلو لي المندوب؟! بسرعه! تكفى!,return_request,حذاء رياضي,1422
السلام عليكم ورحمة الله وبركاته، كيف حالكم؟ عساكم بخير. انا طلبت من عندكم سماعه بلوتوث قبل اسبوع تقريبا، ووصلتني امس. للاسف جربتها اكثر من مره وفيها مشكله: الصوت يقطع بشكل غريب وقت المكالمات، واذا بعدت الجوال شوي عن السماعه يفصل الاتصال على طول. جربت اشحنها كامل ونفس الشي. مدري اذا فيها عيب مصنعي ولا ايش. انا والله محتاجها ضروري للشغل، فلو ممكن استبدلها بوحده سليمه او ارجعها لكم واخذ غيرها. اسف على الازعاج واتمنى تساعدوني. شكرا لكم.,return_request,سماعة بلوتوث,6869
هلا اخواني، اسعد الله مساكم. عندي طلب بسيط واتمنى ما يكون فيه ازعاج. انا شريت سماعة بلوتوث من متجركم الموقر، وكانت هديه لواحد عزيز علي. لكن للاسف يوم جربها طلعت ما تشتغل اصلا، ما تشحن ولا تولع اللمبه. فتحنا الكرتون بحذر وما كان فيها كسر ولا شي. معي الفاتوره والكرتون كامل. ابغى منكم لو تكرمتوا تبدلونها لي بوحده جديده، او اذا ما فيها تبديل ارجعها واسترد المبلغ. انا ما ودي ازعجكم بس حبيت اوضح كل شي من البدايه. جزاكم الله خير ومقدر تعاونكم.,return_request,سماعة بلوتوث,6869
